url,total_risk_score,status,domainExpired,tlsExpired,inPhishDB,isDomainExpiringSoon,isTLSExpiringSoon,caStatus,isDomainNew,businessInfo,pageInfo,tlsInfo,whoisInfo,fakeDomain
https://fb1206.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.fnmdkd.com/#/pages/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://1.byowolngb.vip/#/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://1.remitano998.com/#/login​,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://tx1130.cn,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://td1127.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.yuanda93958.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda77858.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda75088.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda61081.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda58559.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda36012.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda27399.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda26098.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda19621.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda17815.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://apksos.com/app/com.fubon.aibank,1.5,success,0,0,0,0,0,0,0,1,0.5,0,0,0
https://yd1202.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://androidappsapk.co/search/?q=com.fsit.android.app,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://tw.qh5892.bond/index/login/index,4.5,success,0,0,0,0,0,1,0,1,0.5,1,1,0
https://tx1129.cn,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://hz1120.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://hz1126.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.hz1120.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.x51418.com.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.xz1127.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://www.tx1121.cn/index.php?m=User&a=login,4.5,success,0,0,0,0,0,1,0,1,0.5,1,1,0
https://www.fb1125.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://hf1113.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.tx1115.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.wd1127.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://tx1126.cn,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://tx11223.cn,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.tiospzz.com/,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://appstorespy.com/android-google-play/com.wlf.x3mobile-trends-revenue-statistics-downloads-ratings,1.5,success,0,0,0,0,0,0,0,1,0.5,0,0,0
https://guo-piao-zheng-quan-guo-piao-chao-ye.fr.softonic.com/android,1.5,success,0,0,0,0,0,0,0,1,0.5,0,0,0
https://47.57.232.100/index.php?m=User&a=login​,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://yda1124.cn/index.php?m=User&a=login​,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://apk.support/download-app/com.mega/126/7.33.2.1397.MEGA3.2.1031.MEGA4,2.5,error,0,0,0,0,0,0,0,1,0.5,0,1,0
https://napkforpc.com/apk/com.mega.pad/,1.5,success,0,0,0,0,0,0,0,1,0.5,0,0,0
https://tx1122.cn,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://tx1121.cn,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://www.djhabf.com/#/login/login,5,success,0,0,0,0,0,1,0.5,1,0.5,1,1,0
https://www.yuanda68981.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda53169.com/login,4.5,success,0,0,0,0,0,1,0,1,0.5,1,1,0
http://www.ydhqh.com/index.html,5,success,0,0,0,0,0,1,0.5,1,0.5,1,1,0
https://www.yuanda35010.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda79198.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda73176.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda73067.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda68965.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda63601.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda62118.com/login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.yuanda27755.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda16198.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda13260.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda12511.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://tx1120.cn,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://x51418.com.cn,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://apkgk.com/com.tbb.mb.prod,1.5,success,0,0,0,0,0,0,0,1,0.5,0,0,0
https://www.losnvi.com/#/pages/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.kreued.com/#/pages/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.zloiee.com/#/pages/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.itsxmk.com/#/pages/login,5,success,0,0,0,0,0,2,0.5,1,0.5,0,1,0
https://www.krtetr.com/#/pages/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.trsreu.com/#/pages/login,2.5,success,0,0,0,0,0,0,0,1,0.5,0,1,0
https://www.tenvfdo.com/#/pages/login,4.5,success,0,0,0,0,0,2,0,1,0.5,0,1,0
https://www.goslzc.com/#/pages/login,4.5,success,0,0,0,0,0,2,0,1,0.5,0,1,0
https://sameapk.com/富邦投信/,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://47.242.153.66,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://tx1113.cn,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
http://fb1113.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://yd1113.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://apkgk.com/com.fsit.android.app,1.5,success,0,0,0,0,0,0,0,1,0.5,0,0,0
https://yad1113.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,1,0.5,1,0.5,1,0,0
https://www.androidblip.com/android-apps/com.mitake.android.landbank.html,1.5,success,0,0,0,0,0,0,0,1,0.5,0,0,0
https://td1112.cn/index.php?m=User&a=login,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://www.gqaio.com/#/pages/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.yuanda21635.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda72188.com/login,2.5,success,0,0,0,0,0,0,0,1,0.5,0,1,0
https://www.yuanda68619.com/login,2.5,success,0,0,0,0,0,0,0,1,0.5,0,1,0
https://www.yuanda99617.com/login,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://www.yuanda78798.com/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.yuanda77109.com/login,2.5,success,0,0,0,0,0,0,0,1,0.5,0,1,0
https://www.yuanda73296.com/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.yuanda68610.com/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.yuanda35881.com/login,2.5,success,0,0,0,0,0,0,0,1,0.5,0,1,0
https://www.yuanda26987.com/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.yuanda26561.com/login,2.5,success,0,0,0,0,0,0,0,1,0.5,0,1,0
https://www.yuanda12801.com/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.yuanda12797.com/login,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://www.yuanda12698.com/login,2.5,success,0,0,0,0,0,0,0,1,0.5,0,1,0
https://app.kdfute.com/web.html,3,success,0,0,0,0,0,0,0.5,1,0.5,0,1,0
https://yuanda4.com/#/register,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://yuanda3.com/#/register,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://yuanda2.com/#/register,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://yuanda234.com,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://yuanda123.com,2,success,0,0,0,0,0,0,0.5,1,0.5,0,0,0
https://yuanda12.com,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
https://yuanda9.com/#/register,4,success,0,0,0,0,0,2,0.5,1,0.5,0,0,0
