url,total_risk_score,status,domainExpired,tlsExpired,inPhishDB,isDomainExpiringSoon,isTLSExpiringSoon,caStatus,isDomainNew,businessInfo,pageInfo,tlsInfo,whoisInfo
https://www.google.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.gamer.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.pchome.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.momoshop.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.ltn.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.books.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.tvbs.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.104.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.ithome.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://tw.yahoo.com/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://biggo.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.ruten.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.7-11.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.591.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.cathaybk.com.tw/cathaybk/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.rakuten.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.bnext.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.cna.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.taishinbank.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.1111.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.businessweekly.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
http://www.taiwanlottery.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.4gamers.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.gvm.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.esunbank.com.tw/,0.5,success,0,0,0,0,0.5,0,0,0,0,0,0
https://www.costco.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.cht.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.cnbeta.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.nccc.com.tw/wps/wcm/connect/en/home,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.kocpc.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.ecpay.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.8591.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.shopback.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.businesstoday.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.bot.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.commonhealth.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.518.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.ctee.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.foodpanda.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.parenting.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.pcone.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.popdaily.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://m.pcstore.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://feebee.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://ebank.taipeifubon.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://mrmad.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://english.cw.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.hncb.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.ikea.com/tw/,1,success,0,0,0,0,0.5,0,0,0,0.5,0,0
https://www.managertoday.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://heho.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://sslpayment.uwccb.com.tw/EPOSPortal/Login.aspx,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.carrefour.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.etmall.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.walkerland.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://m.eprice.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.8891.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
http://www.twse.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://english.ftvnews.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.upc.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.eztravel.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.trplus.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.emailcash.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://m.buy123.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://m.u-car.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.gamme.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.vogue.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.taiwannews.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.backpackers.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.babyhome.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.shoppingdesign.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.colatour.com.tw/home/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.firstbank.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.stockfeel.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.rakuya.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.12cm.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.inside.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.ubot.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.609.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.tbb.com.tw/,1,success,0,0,0,0,0,0,0,0,0,1,0
https://www.pxmart.com.tw/,0.5,success,0,0,0,0,0.5,0,0,0,0,0,0
https://www.tcb-bank.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.auchentoshan.com/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.ivideo.com.tw/english/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://sapportal.pcsc.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
